name,rating,genre,country,budget,gross
Divergent,PG-13,Action,United States,85000000,288885818
Nightcrawler,R,Crime,United States,8500000,47398992
The Hobbit: The Battle of the Five Armies,PG-13,Adventure,New Zealand,250000000,962182865
The Equalizer,R,Action,United States,55000000,192330738
The Maze Runner,PG-13,Action,United States,34000000,348319861
Lucy,R,Action,France,40000000,458863600
Chef,R,Adventure,United States,11000000,48428048
The Imitation Game,PG-13,Biography,United Kingdom,14000000,233555708
Fury,R,Action,United States,68000000,211822697
X-Men: Days of Future Past,PG-13,Action,United States,200000000,746045700
Predestination,R,Action,Australia,5100000,4942449
The Purge: Anarchy,R,Action,United States,9000000,111928365
Birdman or (The Unexpected Virtue of Ignorance),R,Comedy,United States,18000000,103215094
It Follows,R,Horror,United States,1000000,21947454
Blended,PG-13,Comedy,United States,40000000,127994610
Hercules,PG-13,Action,United States,100000000,244819862
The Judge,R,Crime,United States,50000000,84419388
Annie,PG,Comedy,United States,65000000,136853506
Godzilla,PG-13,Action,United States,160000000,524976069
The Giver,PG-13,Drama,United States,25000000,66980456
American Sniper,R,Action,United States,58800000,547426372
The Amazing Spider-Man 2,PG-13,Action,United States,200000000,708982323
Into the Woods,PG,Adventure,United States,50000000,212902372
Unbroken,PG-13,Action,United States,65000000,161459297
The Hunger Games: Mockingjay - Part 1,PG-13,Action,United States,125000000,755356711
Tusk,R,Comedy,Canada,3000000,1882074
Night at the Museum: Secret of the Tomb,PG,Adventure,United Kingdom,127000000,363204635
"As Above, So Below",R,Horror,United States,5000000,41898409
Annabelle,R,Horror,United States,6500000,257579282
Boyhood,R,Drama,United States,4000000,48137666
The Expendables 3,PG-13,Action,France,80000000,214657577
The Interview,R,Action,United States,44000000,11782625
Transformers: Age of Extinction,PG-13,Action,United States,210000000,1104054072
Inherent Vice,R,Comedy,United States,20000000,14710975
Neighbors,R,Comedy,United States,18000000,270665134
Sex Tape,R,Comedy,United States,40000000,126069509
The Other Woman,PG-13,Comedy,United States,40000000,196710396
Wild,R,Adventure,United States,15000000,52501541
Foxcatcher,R,Biography,United States,24000000,19206513
The Guest,R,Action,United States,5000000,2700051
Teenage Mutant Ninja Turtles,PG-13,Action,United States,125000000,485004754
22 Jump Street,R,Action,United States,50000000,331333876
Dawn of the Planet of the Apes,PG-13,Action,United States,170000000,710644566
Sin City: A Dame to Kill for,R,Action,United States,65000000,39407616
Vampire Academy,PG-13,Action,United States,30000000,15642346
The Monuments Men,PG-13,Comedy,United States,70000000,156706638
Dumb and Dumber to,PG-13,Comedy,United States,40000000,169837010
How to Train Your Dragon 2,PG,Animation,United States,145000000,621537519
Noah,PG-13,Action,United States,125000000,359200044
A Walk Among the Tombstones,R,Action,United States,28000000,58834384
Rio 2,G,Animation,United States,103000000,498781117
Exodus: Gods and Kings,PG-13,Action,United Kingdom,140000000,268175631
A Million Ways to Die in the West,R,Comedy,United States,40000000,87189756
Sabotage,R,Action,United States,35000000,22126842
Paddington,PG,Animation,United Kingdom,55000000,282377683
Non-Stop,PG-13,Action,United Kingdom,50000000,222809600
The Best of Me,PG-13,Drama,United States,26000000,38609668
Horrible Bosses 2,R,Comedy,United States,42000000,107645357
This Is Where I Leave You,R,Comedy,United States,19800000,41296320
Into the Storm,PG-13,Action,United States,50000000,161502194
Penguins of Madagascar,PG,Animation,United States,132000000,373515621
Jack Ryan: Shadow Recruit,PG-13,Action,United States,60000000,135503748
The November Man,R,Action,United States,15000000,39661919
I Origins,R,Drama,United States,1000000,481234
Endless Love,PG-13,Drama,United States,20000000,34718173
Deliver Us from Evil,R,Action,United States,30000000,87937815
Taken 3,PG-13,Action,France,48000000,326479141
Pompeii,PG-13,Action,Canada,100000000,117831631
Ride Along,PG-13,Action,United States,25000000,154468902
The Homesman,R,Drama,United States,16000000,3819421
"Men, Women & Children",R,Comedy,United States,16000000,1705908
Let's Be Cops,R,Action,United States,17000000,138224951
A Most Violent Year,R,Action,United States,20000000,12007070
A Most Wanted Man,R,Crime,United Kingdom,15000000,36233517
Clown,R,Horror,United States,1500000,4381603
The Hundred-Foot Journey,PG,Comedy,United States,22000000,89514453
Beyond the Lights,PG-13,Drama,United States,7000000,14618727
Maps to the Stars,R,Comedy,Canada,15000000,4510934
3 Days to Kill,PG-13,Action,United States,28000000,53260230
Big Eyes,PG-13,Biography,United States,10000000,29253166
Addicted,R,Drama,United States,5000000,17534314
Selma,PG-13,Biography,United Kingdom,20000000,66787908
Million Dollar Arm,PG,Biography,United States,25000000,38483455
Jersey Boys,R,Biography,United States,40000000,67647013
Draft Day,PG-13,Drama,United States,25000000,29824199
And So It Goes,PG-13,Comedy,United States,18000000,25419147
A Haunted House 2,R,Comedy,United States,4000000,25358716
The Gambler,R,Crime,United States,25000000,39280992
Cake,R,Drama,United States,7000000,2433850
Muppets Most Wanted,PG,Adventure,United States,50000000,80383113
Pawn Sacrifice,PG-13,Biography,United States,19000000,5578519
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",PG,Comedy,United States,28000000,100654149
St. Vincent,PG-13,Comedy,United States,13000000,54837234
The Legend of Hercules,PG-13,Action,United States,70000000,61279452
Step Up All in,PG-13,Drama,United States,45000000,86165646
Mr. Peabody & Sherman,PG,Animation,United States,145000000,275698039
Tammy,R,Comedy,United States,20000000,100375432
Magic in the Moonlight,PG-13,Comedy,United States,16800000,51029361
Barefoot,PG-13,Comedy,United States,6000000,15071
Wish I Was Here,R,Comedy,United States,6000000,5670776
Get on Up,PG-13,Biography,United Kingdom,30000000,33448971
Heaven Is for Real,PG,Biography,United States,12000000,101982712
While We're Young,R,Comedy,United States,10000000,18117839
Think Like a Man Too,PG-13,Comedy,United States,24000000,70181428
Top Five,R,Comedy,United States,12000000,26117471
Black or White,PG-13,Drama,United States,9000000,21833967
Laggies,R,Comedy,United States,5000000,2379154
Mad Max: Fury Road,R,Action,Australia,150000000,375658750
Avengers: Age of Ultron,PG-13,Action,United States,250000000,1402809540
Crimson Peak,R,Drama,Canada,55000000,74679822
Furious 7,PG-13,Action,United States,190000000,1515341399
The Hateful Eight,R,Crime,United States,44000000,156480177
Ant-Man,PG-13,Action,United States,130000000,519311965
Sicario,R,Action,United States,30000000,84872444
The Big Short,R,Biography,United States,28000000,133440870
Jurassic World,PG-13,Action,United States,150000000,1670516444
The Revenant,R,Action,United States,135000000,532950503
The Martian,PG-13,Adventure,United Kingdom,108000000,630162448
Inside Out,PG,Animation,United States,175000000,858848019
Spotlight,R,Biography,United States,20000000,98690254
American Ultra,R,Action,United States,28000000,27262374
The Man from U.N.C.L.E.,PG-13,Action,United States,75000000,107045109
Terminator Genisys,PG-13,Action,United States,155000000,440603537
Cinderella,PG,Drama,United States,95000000,542358331
Star Wars: Episode VII - The Force Awakens,PG-13,Action,United States,245000000,2069521700
Spectre,PG-13,Action,United Kingdom,245000000,880681519
Legend,R,Biography,United Kingdom,30000000,42972994
Knock Knock,R,Drama,United States,2500000,5567103
In the Heart of the Sea,PG-13,Action,United States,100000000,93920758
The Intern,PG-13,Comedy,United States,35000000,194564672
The Hunger Games: Mockingjay - Part 2,PG-13,Action,United States,160000000,658344137
Everest,PG-13,Action,United Kingdom,55000000,203427584
Blackhat,R,Action,United States,70000000,19652057
Spy,R,Action,United States,65000000,235666219
Fantastic Four,PG-13,Action,United States,120000000,167882881
Mission: Impossible - Rogue Nation,PG-13,Action,United States,150000000,682716636
The Visit,PG-13,Horror,United States,5000000,98450062
Vacation,R,Adventure,United States,31000000,107228221
Creed,PG-13,Drama,United States,35000000,173567581
Black Mass,R,Biography,United States,53000000,99775678
Focus,R,Comedy,United States,50100000,158762963
Home,PG,Animation,United States,135000000,386041607
Jupiter Ascending,PG-13,Action,United States,176000000,183887723
Minions,PG,Animation,United States,74000000,1159444662
San Andreas,PG-13,Action,United States,110000000,473990832
Trainwreck,R,Comedy,United States,35000000,140795793
Tomorrowland,PG,Action,United States,190000000,209035668
Bridge of Spies,PG-13,Drama,United States,40000000,165478348
The Danish Girl,R,Biography,United Kingdom,15000000,64191523
The Divergent Series: Insurgent,PG-13,Action,United States,110000000,297002527
Straight Outta Compton,R,Biography,United States,28000000,201634991
Carol,R,Drama,United Kingdom,11800000,40272135
No Escape,R,Action,United States,16200000,54418872
The Boy Next Door,R,Thriller,United States,4000000,52425855
Southpaw,R,Action,Hong Kong,30000000,91970827
Maze Runner: The Scorch Trials,PG-13,Action,United States,61000000,312296056
The Last Witch Hunter,PG-13,Action,United States,90000000,146936910
Green Room,R,Horror,United States,5000000,3769214
Burnt,R,Comedy,United States,20000000,36606743
The Gift,R,Drama,United States,5000000,58980521
Point Break,PG-13,Action,China,105000000,133718711
Get Hard,R,Comedy,United States,40000000,111711453
Steve Jobs,R,Biography,United Kingdom,30000000,34441873
Scouts Guide to the Zombie Apocalypse,R,Action,United States,15000000,16137046
Joy,PG-13,Biography,United States,60000000,101134059
Masterminds,PG-13,Biography,United States,25000000,29674699
Brooklyn,PG-13,Drama,United Kingdom,11000000,62402155
Self/less,PG-13,Action,United States,26000000,31807156
Ted 2,R,Comedy,United States,68000000,215863606
Pan,PG,Adventure,United States,150000000,128388320
Pixels,PG-13,Action,United States,88000000,244874809
Demolition,R,Comedy,United States,10000000,4366460
Macbeth,R,Drama,United Kingdom,15000000,16322067
Daddy's Home,PG-13,Comedy,United States,50000000,242786137
Run All Night,R,Action,United States,50000000,71561644
The DUFF,PG-13,Comedy,United States,8500000,43709744
Trumbo,R,Biography,United States,15000000,11430025
Hotel Transylvania 2,PG,Animation,United States,80000000,474800000
The Longest Ride,PG-13,Drama,United States,34000000,62944815
Victor Frankenstein,PG-13,Drama,United Kingdom,65000000,34227298
Insidious: Chapter 3,PG-13,Horror,Canada,10000000,112983889
Goosebumps,PG,Adventure,United States,58000000,158261424
Aloha,PG-13,Comedy,United States,37000000,26250020
Sisters,R,Comedy,United States,30000000,105011053
Secret in Their Eyes,PG-13,Crime,United States,19500000,34854990
Irrational Man,R,Comedy,United States,11000000,27391084
Wild Card,R,Action,United States,30000000,6738764
Paper Towns,PG-13,Adventure,United States,12000000,85512300
The Lady in the Van,PG-13,Biography,United Kingdom,6000000,41387687
Concussion,PG-13,Biography,United Kingdom,35000000,48623572
The Diary of a Teenage Girl,R,Comedy,United States,2000000,1775133
The Walk,PG,Action,United States,35000000,61181942
Tangerine,R,Comedy,United States,100000,828874
A Walk in the Woods,R,Adventure,United States,8000000,37461274
Mississippi Grind,R,Comedy,United States,6000000,422746
Woman in Gold,PG-13,Biography,United Kingdom,11000000,61619773
Eddie the Eagle,PG-13,Biography,United Kingdom,23000000,46152800
Eye in the Sky,R,Action,United Kingdom,13000000,35259653
The Second Best Exotic Marigold Hotel,PG,Comedy,United Kingdom,10000000,85978292
Poltergeist,PG-13,Horror,United States,35000000,95437994
The Meddler,PG-13,Comedy,United States,3200000,5425148
Grandma,R,Comedy,United States,600000,7205073
By the Sea,R,Drama,France,10000000,3334927
Mortdecai,R,Action,United Kingdom,60000000,47275717
Project Almanac,PG-13,Drama,United States,12000000,33213241
Equals,PG-13,Drama,United States,16000000,2084628
Dope,R,Adventure,United States,7000000,17986781
Hot Pursuit,PG-13,Action,United States,35000000,51380201
Krampus,PG-13,Comedy,United States,15000000,61548707
The Gunman,R,Action,United States,40000000,24177137
The Night Before,R,Comedy,United States,25000000,52395996
90 Minutes in Heaven,PG-13,Drama,United States,5000000,4842699
Ip Man 3,PG-13,Action,China,36000000,157029618
"McFarland, USA",PG,Biography,United States,17000000,45710059
The Peanuts Movie,G,Animation,United States,99000000,246233113
Rock the Kasbah,R,Comedy,United States,15000000,3394174
The Sea of Trees,PG-13,Drama,United States,25000000,906995
Alvin and the Chipmunks: The Road Chip,PG,Animation,United States,90000000,234798636
Love the Coopers,PG-13,Comedy,United States,17000000,42426912
The Little Prince,PG,Animation,France,81200000,97571250
Cop Car,R,Crime,United States,800000,143658
Jem and the Holograms,PG,Adventure,United States,5000000,2333684
Our Brand Is Crisis,R,Comedy,United States,28000000,8527658
Unfinished Business,R,Comedy,United States,35000000,14431253
Hot Tub Time Machine 2,R,Comedy,United States,14000000,13081651
"Hello, My Name Is Doris",R,Comedy,United States,1000000,14659448
Ricki and the Flash,PG-13,Comedy,United States,18000000,41325328
Danny Collins,R,Biography,United States,10000000,10835752
Mr. Holmes,PG,Drama,United Kingdom,11000000,29355203
Paul Blart: Mall Cop 2,PG,Action,United States,30000000,107588225
War Room,PG,Drama,United States,3000000,73256266
Mother's Day,PG-13,Comedy,United States,25000000,48782670
Suicide Squad,PG-13,Action,United States,175000000,746846894
The Magnificent Seven,PG-13,Action,United States,90000000,162360636
Captain America: Civil War,PG-13,Action,United States,250000000,1153337496
